combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To all carnivores, who care where their meat comes from In organic farming, there are no cages.",0.566747245204,0.562821012111,0.534355394832,0.557097082953,0.515667220055,0.553253549813,,,0,0,0,0,0,0,,0.564249452861,32,330,5,617,0.8648648649,0.348468849,0.5163960159,0.08839779006,0.08020050125,0.2037085497,0.564249452861,96,330,41,617,0.7,0.3,35.23%,22.54%,17.05%,0.2396526229,0.590631076699,5,408,1,655,0.8333333333,0.3838193791,0.4495139542,0.01210653753,0.01193317422,0.06896972431,0.590631076699,18,408,3,655,0.8571428571,0.3838193791,0.473323478,0.04225352113,0.04026845638,0.1335723542,0.557865402582,49,317,13,613,0.7903225806,0.3408602151,0.4494623656,0.1338797814,0.1144859813,0.2254773609,0.557865402582,109,317,45,613,0.7077922078,0.3408602151,0.3669319927,0.2558685446,0.1879310345,0.2622827133,0.577946049126,72,307,21,615,0.7741935484,0.3329718004,0.441221748,0.1899736148,0.1525423729,0.2631574581,0.577946049126,119,307,43,615,0.7345679012,0.3329718004,0.4015961008,0.279342723,0.2023809524,0.2931532471,0.588770114365,6,413,1,657,0.8571428571,0.3859813084,0.4711615487,0.01431980907,0.01408450704,0.0776588207,0.588770114365,13,413,1,657,0.9285714286,0.3859813084,0.5425901202,0.03051643192,0.02954545455,0.1254324895,0.600867226338,76,235,62,455,0.5507246377,0.3405797101,0.2101449275,0.2443729904,0.1692650334,0.1617176918,0.600867226338,191,235,203,455,0.4847715736,0.3405797101,0.1441918635,0.4483568075,0.2329268293,0.1420023934,,0.3,0.7,,,,,
Chicken  co roam freely and live a happy life.,0.520577763466,0.529751936126,0.519295709092,0.642034532236,0.543803847095,0.534372357011,,,0,0,0,0,0,0,,0.564296526662,32,329,5,618,0.8648648649,0.3474128828,0.5174519821,0.08864265928,0.08040201005,0.2042435179,0.564296526662,96,329,41,618,0.7,0.3,35.33%,22.59%,17.08%,0.2404709889,0.590755332916,5,407,1,656,0.8333333333,0.3828786453,0.450454688,0.01213592233,0.01196172249,0.06914520615,0.590755332916,18,407,3,656,0.8571428571,0.3828786453,0.4742642118,0.04235294118,0.04035874439,0.1338934898,0.558007063733,49,316,13,614,0.7903225806,0.3397849462,0.4505376344,0.1342465753,0.1147540984,0.2261456252,0.558007063733,109,316,45,614,0.7077922078,0.3397849462,0.3680072616,0.2564705882,0.1882556131,0.2631607107,0.578001207771,72,306,21,616,0.7741935484,0.3318872017,0.4423063467,0.1904761905,0.152866242,0.2639456384,0.578001207771,119,306,43,616,0.7345679012,0.3318872017,0.4026806995,0.28,0.202725724,0.2940672159,0.588826153329,6,412,1,658,0.8571428571,0.385046729,0.4720961282,0.01435406699,0.01411764706,0.07784675238,0.588826153329,13,412,1,658,0.9285714286,0.385046729,0.5435246996,0.03058823529,0.02961275626,0.1257007934,0.601006871073,76,234,62,456,0.5507246377,0.3391304348,0.2115942029,0.2451612903,0.1696428571,0.1629379046,0.601006871073,191,234,203,456,0.4847715736,0.3391304348,0.1456411388,0.4494117647,0.2332112332,0.143489311,,0.3,0.7,,,,,
Food tastes better when it can be enjoyed with a clean conscience.,0.608534955355,0.593188495270,0.547220457511,0.586872818430,0.533987448778,0.601110997232,,,0,0,0,0,0,0,,0.564325249045,32,328,5,619,0.8648648649,0.3463569166,0.5185079483,0.08888888889,0.08060453401,0.2047800876,0.564325249045,96,328,41,619,0.7,0.3,35.44%,22.64%,17.11%,0.2412909398,0.590790581068,5,406,1,657,0.8333333333,0.3819379116,0.4513954218,0.01216545012,0.01199040767,0.06932111662,0.590790581068,18,406,3,657,0.8571428571,0.3819379116,0.4752049456,0.04245283019,0.0404494382,0.1342153955,0.558102959345,49,315,13,615,0.7903225806,0.3387096774,0.4516129032,0.1346153846,0.1150234742,0.226815718,0.558102959345,109,315,45,615,0.7077922078,0.3387096774,0.3690825304,0.2570754717,0.1885813149,0.264040428,0.578011568441,72,305,21,617,0.7741935484,0.330802603,0.4433909454,0.1909814324,0.1531914894,0.2647358401,0.578011568441,119,305,43,617,0.7345679012,0.330802603,0.4037652982,0.2806603774,0.2030716724,0.2949830504,0.588834020757,6,411,1,659,0.8571428571,0.3841121495,0.4730307076,0.01438848921,0.0141509434,0.07803514617,0.588834020757,13,411,1,659,0.9285714286,0.3841121495,0.544459279,0.03066037736,0.0296803653,0.1259697926,0.601013929410,76,234,62,456,0.5507246377,0.3391304348,0.2115942029,0.2451612903,0.1696428571,0.1629379046,0.601013929410,190,234,204,456,0.4822335025,0.3391304348,0.1431030678,0.4481132075,0.2322738386,0.1410479259,,0.3,0.7,,,,,
7 BIO IST GESÜNDER.,0.505112374733,0.527899560039,0.573739735824,0.548413021542,0.492870250974,0.562675979117,,,0,0,0,0,1,1,,0.564368522327,31,328,6,619,0.8378378378,0.3463569166,0.4914809213,0.08635097493,0.07828282828,0.1942205959,0.564368522327,95,328,42,619,0.7,0.3,34.71%,22.46%,16.96%,0.2364210358,0.590984208640,5,405,1,658,0.8333333333,0.3809971778,0.4523361555,0.01219512195,0.01201923077,0.06949745874,0.590984208640,18,405,3,658,0.8571428571,0.3809971778,0.4761456793,0.04255319149,0.04054054054,0.1345380764,0.558177134834,49,314,13,616,0.7903225806,0.3376344086,0.452688172,0.1349862259,0.1152941176,0.2274876535,0.558177134834,109,314,45,616,0.7077922078,0.3376344086,0.3701577992,0.2576832151,0.1889081456,0.2649218784,0.578049174993,72,304,21,618,0.7741935484,0.3297180043,0.444475544,0.1914893617,0.1535181237,0.265528079,0.578049174993,119,304,43,618,0.7345679012,0.3297180043,0.4048498969,0.2813238771,0.2034188034,0.2959007646,0.589047321784,5,411,2,659,0.7142857143,0.3841121495,0.3301735648,0.01201923077,0.01182033097,0.05449238451,0.589047321784,12,411,2,659,0.8571428571,0.3841121495,0.4730307076,0.02836879433,0.02745995423,0.1094899678,0.601032738197,76,234,62,456,0.5507246377,0.3391304348,0.2115942029,0.2451612903,0.1696428571,0.1629379046,0.601032738197,189,234,205,456,0.4796954315,0.3391304348,0.1405649967,0.4468085106,0.2313341493,0.1386050103,,0.3,0.7,,,,,
ORGANIC IS HEALTHIER.,0.519170507460,0.520373057043,0.519614425778,0.524999954872,0.489851921697,0.522804935795,,,0,0,0,0,1,1,,0.564475770853,31,327,6,620,0.8378378378,0.3453009504,0.4925368875,0.08659217877,0.07848101266,0.1947537968,0.564475770853,95,327,42,620,0.7,0.3,34.81%,22.51%,16.99%,0.2372417598,0.591240356161,5,404,1,659,0.8333333333,0.380056444,0.4532768893,0.01222493888,0.01204819277,0.06967423555,0.591240356161,18,404,3,659,0.8571428571,0.380056444,0.4770864131,0.04265402844,0.04063205418,0.1348615379,0.558386639230,49,313,13,617,0.7903225806,0.3365591398,0.4537634409,0.135359116,0.1155660377,0.2281614465,0.558386639230,109,313,45,617,0.7077922078,0.3365591398,0.371233068,0.2582938389,0.1892361111,0.2658050752,0.578265515753,71,304,22,618,0.7634408602,0.3297180043,0.4337228559,0.1893333333,0.1517094017,0.2592469303,0.578265515753,118,304,44,618,0.7283950617,0.3297180043,0.3986770574,0.2796208531,0.2020547945,0.2915137148,0.589089637967,5,410,2,660,0.7142857143,0.3831775701,0.3311081442,0.01204819277,0.01184834123,0.05467108952,0.589089637967,12,410,2,660,0.8571428571,0.3831775701,0.473965287,0.02843601896,0.02752293578,0.1097532077,0.601071957781,76,234,62,456,0.5507246377,0.3391304348,0.2115942029,0.2451612903,0.1696428571,0.1629379046,0.601071957781,188,234,206,456,0.4771573604,0.3391304348,0.1380269256,0.4454976303,0.2303921569,0.1361605355,,0.3,0.7,,,,,
"In organic farming, neither medication nor antibiotics may be administered prophylactically to the animals.",0.538726884705,0.495415251983,0.496644262358,0.549787230253,0.483773491290,0.525418353585,,,0,0,0,0,0,1,,0.564548900570,31,326,6,621,0.8378378378,0.3442449842,0.4935928537,0.08683473389,0.07868020305,0.195288575,0.564548900570,95,326,42,621,0.7,0.3,34.92%,22.57%,17.03%,0.2380640826,0.591283780802,5,403,1,660,0.8333333333,0.3791157103,0.4542176231,0.01225490196,0.01207729469,0.06985145011,0.591283780802,18,403,3,660,0.8571428571,0.3791157103,0.4780271469,0.04275534442,0.0407239819,0.1351857853,0.558409750426,49,312,13,618,0.7903225806,0.335483871,0.4548387097,0.135734072,0.1158392435,0.2288371115,0.558409750426,109,312,45,618,0.7077922078,0.335483871,0.3723083368,0.2589073634,0.1895652174,0.2666900322,0.578335940484,71,303,22,619,0.7634408602,0.3286334056,0.4348074546,0.1898395722,0.1520342612,0.260039367,0.578335940484,118,303,44,619,0.7283950617,0.3286334056,0.3997616561,0.2802850356,0.2024013722,0.2924329405,0.589154047768,5,409,2,661,0.7142857143,0.3822429907,0.3320427236,0.01207729469,0.01187648456,0.05485016542,0.589154047768,12,409,2,661,0.8571428571,0.3822429907,0.4748998665,0.02850356295,0.0275862069,0.1100170871,0.601078602301,76,233,62,457,0.5507246377,0.3376811594,0.2130434783,0.2459546926,0.1700223714,0.1641607826,0.601078602301,188,233,206,457,0.4771573604,0.3376811594,0.139476201,0.4465558195,0.2306748466,0.1376496,,0.3,0.7,,,,,
"Since animal feed is not allowed, organic meat has been largely spared from all scandals BSE, etc.",0.543547178109,0.541689921981,0.540643398890,0.590217912308,0.520287660624,0.566059476914,,,0,0,0,0,1,1,,0.564556209881,31,325,6,622,0.8378378378,0.343189018,0.4946488199,0.08707865169,0.07888040712,0.1958249426,0.564556209881,95,325,42,622,0.7,0.3,35.02%,22.62%,17.06%,0.2388880166,0.591408908317,5,402,1,661,0.8333333333,0.3781749765,0.4551583569,0.01228501229,0.01210653753,0.0700291055,0.591408908317,18,402,3,661,0.8571428571,0.3781749765,0.4789678807,0.04285714286,0.04081632653,0.1355108238,0.558421422442,49,311,13,619,0.7903225806,0.3344086022,0.4559139785,0.1361111111,0.1161137441,0.2295146635,0.558421422442,109,311,45,619,0.7077922078,0.3344086022,0.3733836056,0.2595238095,0.1898954704,0.2675767627,0.578522689118,71,302,22,620,0.7634408602,0.3275488069,0.4358920533,0.1903485255,0.152360515,0.2608338528,0.578522689118,118,302,44,620,0.7283950617,0.3275488069,0.4008462548,0.280952381,0.2027491409,0.2933540667,0.589186769139,5,408,2,662,0.7142857143,0.3813084112,0.3329773031,0.01210653753,0.0119047619,0.05502961505,0.589186769139,12,408,2,662,0.8571428571,0.3813084112,0.4758344459,0.02857142857,0.02764976959,0.1102816104,0.601110997232,76,232,62,458,0.5507246377,0.3362318841,0.2144927536,0.2467532468,0.1704035874,0.1653863578,0.601110997232,188,232,206,458,0.4771573604,0.3362318841,0.1409254763,0.4476190476,0.230958231,0.1391404754,,0.3,0.7,,,,,
8 BIO SCHMECKT BESSER.,0.519659122921,0.521595288064,0.563831549660,0.539158395764,0.518681818662,0.543327222385,,,0,0,0,0,0,1,,0.564561780852,31,324,6,623,0.8378378378,0.3421330517,0.4957047861,0.08732394366,0.07908163265,0.1963629122,0.564561780852,95,324,42,623,0.7,0.3,35.13%,22.67%,17.09%,0.2397135746,0.591454317998,5,401,1,662,0.8333333333,0.3772342427,0.4560990906,0.01231527094,0.01213592233,0.07020720484,0.591454317998,18,401,3,662,0.8571428571,0.3772342427,0.4799086144,0.04295942721,0.04090909091,0.135836659,0.558457163937,49,310,13,620,0.7903225806,0.3333333333,0.4569892473,0.1364902507,0.1163895487,0.2301941175,0.558457163937,109,310,45,620,0.7077922078,0.3333333333,0.3744588745,0.2601431981,0.1902268761,0.2684652805,0.578523412828,71,301,22,621,0.7634408602,0.3264642082,0.436976652,0.1908602151,0.152688172,0.2616304037,0.578523412828,118,301,44,621,0.7283950617,0.3264642082,0.4019308535,0.2816229117,0.2030981067,0.2942771077,0.589443657254,5,407,2,663,0.7142857143,0.3803738318,0.3339118825,0.01213592233,0.01193317422,0.05520944129,0.589443657254,12,407,2,663,0.8571428571,0.3803738318,0.4767690254,0.02863961814,0.02771362587,0.110546782,0.601360459381,76,231,62,459,0.5507246377,0.3347826087,0.215942029,0.2475570033,0.1707865169,0.1666146622,0.601360459381,188,231,206,459,0.4771573604,0.3347826087,0.1423747517,0.4486873508,0.2312423124,0.1406331815,,0.3,0.7,,,,,
ORGANIC TASTES BETTER.,0.534412192557,0.560746509143,0.552404343014,0.529845155042,0.509650811119,0.549087633503,,,0,0,0,0,0,0,,0.564876663361,31,323,6,624,0.8378378378,0.3410770855,0.4967607523,0.08757062147,0.07928388747,0.1969024962,0.564876663361,95,323,42,624,0.7,0.3,35.24%,22.73%,17.12%,0.2405407692,0.591782950258,5,400,1,663,0.8333333333,0.3762935089,0.4570398244,0.01234567901,0.01216545012,0.07038575125,0.591782950258,18,400,3,663,0.8571428571,0.3762935089,0.4808493482,0.04306220096,0.0410022779,0.1361632961,0.558503801442,49,310,13,620,0.7903225806,0.3333333333,0.4569892473,0.1364902507,0.1163895487,0.2301941175,0.558503801442,108,310,46,620,0.7012987013,0.3333333333,0.367965368,0.2583732057,0.1888111888,0.26392682,0.578599526592,71,300,22,622,0.7634408602,0.3253796095,0.4380612507,0.1913746631,0.1530172414,0.262429036,0.578599526592,118,300,44,622,0.7283950617,0.3253796095,0.4030154522,0.2822966507,0.2034482759,0.295202078,0.589453137144,5,406,2,664,0.7142857143,0.3794392523,0.3348464619,0.01216545012,0.01196172249,0.05538964705,0.589453137144,12,406,2,664,0.8571428571,0.3794392523,0.4777036048,0.02870813397,0.02777777778,0.1108126063,0.601361347974,76,230,62,460,0.5507246377,0.3333333333,0.2173913043,0.2483660131,0.1711711712,0.167845728,0.601361347974,188,230,206,460,0.4771573604,0.3333333333,0.1438240271,0.4497607656,0.2315270936,0.1421277385,,0.3,0.7,,,,,
Organic fruit and vegetables get the time to grow at their own pace - without artificial additives.,0.559271669858,0.558445208170,0.535509978163,0.574651584011,0.498408499782,0.538735645129,,,0,0,0,0,0,0,,0.564878347605,31,322,6,625,0.8378378378,0.3400211193,0.4978167185,0.08781869688,0.07948717949,0.1974437073,0.564878347605,95,322,42,625,0.7,0.3,35.34%,22.78%,17.15%,0.2413696132,0.591831593000,5,399,1,664,0.8333333333,0.3753527752,0.4579805582,0.01237623762,0.01219512195,0.0705647479,0.591831593000,18,399,3,664,0.8571428571,0.3753527752,0.481790082,0.04316546763,0.04109589041,0.1364907407,0.558592027338,49,309,13,621,0.7903225806,0.3322580645,0.4580645161,0.1368715084,0.1166666667,0.2308754885,0.558592027338,108,309,46,621,0.7012987013,0.3322580645,0.3690406368,0.2589928058,0.1891418564,0.2648165243,0.578623731963,71,299,22,623,0.7634408602,0.3242950108,0.4391458494,0.1918918919,0.1533477322,0.263229766,0.578623731963,118,299,44,623,0.7283950617,0.3242950108,0.4041000509,0.2829736211,0.2037996546,0.2961289921,0.589587251751,5,405,2,665,0.7142857143,0.3785046729,0.3357810414,0.01219512195,0.01199040767,0.05557023524,0.589587251751,12,405,2,665,0.8571428571,0.3785046729,0.4786381842,0.02877697842,0.02784222738,0.1110790878,0.601406415464,76,230,62,460,0.5507246377,0.3333333333,0.2173913043,0.2483660131,0.1711711712,0.167845728,0.601406415464,187,230,207,460,0.4746192893,0.3333333333,0.141285956,0.448441247,0.2305795314,0.1396820842,,0.3,0.7,,,,,
"Therefore, they are tastier and less watery than their conventionally grown relatives.",0.550144201279,0.547079507379,0.579363479679,0.589941464324,0.541887028205,0.576810198877,,,0,0,0,0,0,0,,0.565195782223,31,322,6,625,0.8378378378,0.3400211193,0.4978167185,0.08781869688,0.07948717949,0.1974437073,0.565195782223,94,322,43,625,0.7,0.3,34.61%,22.60%,17.00%,0.2364911317,0.591884698607,5,398,1,665,0.8333333333,0.3744120414,0.4589212919,0.01240694789,0.01222493888,0.07074419797,0.591884698607,18,398,3,665,0.8571428571,0.3744120414,0.4827308158,0.04326923077,0.04118993135,0.1368189983,0.558635310111,49,308,13,622,0.7903225806,0.3311827957,0.4591397849,0.137254902,0.1169451074,0.2315587917,0.558635310111,108,308,46,622,0.7012987013,0.3311827957,0.3701159056,0.2596153846,0.1894736842,0.2657080348,0.578674747420,71,298,22,624,0.7634408602,0.3232104121,0.4402304481,0.1924119241,0.1536796537,0.2640326104,0.578674747420,118,298,44,624,0.7283950617,0.3232104121,0.4051846496,0.2836538462,0.2041522491,0.2970578647,0.589716895239,5,404,2,666,0.7142857143,0.3775700935,0.3367156208,0.01222493888,0.01201923077,0.05575120879,0.589716895239,12,404,2,666,0.8571428571,0.3775700935,0.4795727637,0.02884615385,0.02790697674,0.1113462308,0.601670028666,76,229,62,461,0.5507246377,0.331884058,0.2188405797,0.2491803279,0.1715575621,0.169079588,0.601670028666,187,229,207,461,0.4746192893,0.331884058,0.1427352314,0.4495192308,0.2308641975,0.1411786235,,0.3,0.7,,,,,
9 BIO IST OHNE KÜNSTLICHE ZUSÄTZE.,0.525839315504,0.544146501900,0.586854951142,0.560866569712,0.512845165376,0.557601981424,,,0,0,0,0,0,1,,0.565369708360,31,321,6,626,0.8378378378,0.3389651531,0.4988726847,0.08806818182,0.07969151671,0.1979865582,0.565369708360,94,321,43,626,0.7,0.3,34.72%,22.65%,17.03%,0.2373207127,0.591949081523,5,397,1,666,0.8333333333,0.3734713076,0.4598620257,0.01243781095,0.01225490196,0.07092410466,0.591949081523,18,397,3,666,0.8571428571,0.3734713076,0.4836715495,0.04337349398,0.04128440367,0.1371480744,0.558863382370,49,307,13,623,0.7903225806,0.3301075269,0.4602150538,0.1376404494,0.1172248804,0.2322440427,0.558863382370,108,307,46,623,0.7012987013,0.3301075269,0.3711911744,0.2602409639,0.1898066784,0.2666013653,0.578727880543,71,297,22,625,0.7634408602,0.3221258134,0.4413150468,0.1929347826,0.1540130152,0.2648375858,0.578727880543,118,297,44,625,0.7283950617,0.3221258134,0.4062692483,0.2843373494,0.2045060659,0.2979887107,0.589774306344,5,403,2,667,0.7142857143,0.376635514,0.3376502003,0.01225490196,0.01204819277,0.05593257067,0.589774306344,12,403,2,667,0.8571428571,0.376635514,0.4805073431,0.02891566265,0.02797202797,0.11161404,0.601680053674,76,228,62,462,0.5507246377,0.3304347826,0.2202898551,0.25,0.1719457014,0.1703162752,0.601680053674,187,228,207,462,0.4746192893,0.3304347826,0.1441845067,0.4506024096,0.2311495674,0.1426770578,,0.3,0.7,,,,,
ORGANIC COMES WITHOUT ADDITIVES.,0.557657679438,0.540453703057,0.525416031674,0.552263392598,0.468049559930,0.530615752097,,,0,0,0,0,0,1,,0.565441130083,31,320,6,627,0.8378378378,0.3379091869,0.4999286509,0.08831908832,0.07989690722,0.1985310617,0.565441130083,94,320,43,627,0.7,0.3,34.82%,22.71%,17.06%,0.2381519578,0.591966410416,5,396,1,667,0.8333333333,0.3725305738,0.4608027595,0.01246882793,0.01228501229,0.07110447122,0.591966410416,18,396,3,667,0.8571428571,0.3725305738,0.4846122833,0.04347826087,0.04137931034,0.1374779747,0.559048476894,49,306,13,624,0.7903225806,0.3290322581,0.4612903226,0.138028169,0.1175059952,0.2329312568,0.559048476894,108,306,46,624,0.7012987013,0.3290322581,0.3722664432,0.2608695652,0.1901408451,0.26749653,0.578735826136,70,297,23,625,0.752688172,0.3221258134,0.4305623586,0.1907356948,0.152173913,0.2585368536,0.578735826136,117,297,45,625,0.7222222222,0.3221258134,0.4000964088,0.2826086957,0.203125,0.2935959423,0.589778414068,5,402,2,668,0.7142857143,0.3757009346,0.3385847797,0.01228501229,0.01207729469,0.05611432387,0.589778414068,12,402,2,668,0.8571428571,0.3757009346,0.4814419226,0.02898550725,0.02803738318,0.1118825199,0.601680053674,76,228,62,462,0.5507246377,0.3304347826,0.2202898551,0.25,0.1719457014,0.1703162752,0.601680053674,187,228,207,462,0.4746192893,0.3304347826,0.1441845067,0.4506024096,0.2311495674,0.1426770578,,0.3,0.7,,,,,
Only natural additives such as pectin for jams go into organic food.,0.467767184231,0.496664878894,0.504206079509,0.493500552341,0.460506066006,0.499167272307,,,0,0,0,0,0,1,,0.565441130083,31,320,6,627,0.8378378378,0.3379091869,0.4999286509,0.08831908832,0.07989690722,0.1985310617,0.565441130083,94,320,43,627,0.7,0.3,34.82%,22.71%,17.06%,0.2381519578,0.592046532530,5,395,1,668,0.8333333333,0.3715898401,0.4617434933,0.0125,0.01231527094,0.0712853009,0.592046532530,18,395,3,668,0.8571428571,0.3715898401,0.4855530171,0.04358353511,0.04147465438,0.1378087047,0.559063987506,49,306,13,624,0.7903225806,0.3290322581,0.4612903226,0.138028169,0.1175059952,0.2329312568,0.559063987506,107,306,47,624,0.6948051948,0.3290322581,0.3657729367,0.2590799031,0.188712522,0.2629523873,0.578778471611,70,296,23,626,0.752688172,0.3210412148,0.4316469573,0.1912568306,0.1525054466,0.2593419235,0.578778471611,117,296,45,626,0.7222222222,0.3210412148,0.4011810075,0.2832929782,0.2034782609,0.2945283108,0.589779120036,5,401,2,669,0.7142857143,0.3747663551,0.3395193591,0.01231527094,0.01210653753,0.05629647138,0.589779120036,12,401,2,669,0.8571428571,0.3747663551,0.482376502,0.02905569007,0.0281030445,0.1121516751,0.601695192889,76,226,62,464,0.5507246377,0.3275362319,0.2231884058,0.2516556291,0.1727272727,0.172798264,0.601695192889,187,226,207,464,0.4746192893,0.3275362319,0.1470830575,0.4527845036,0.2317224287,0.1456796936,,0.3,0.7,,,,,
"With conventional products, more than 300, sometimes even critical additives such as artificial dyes or preservatives are allowed.",0.489496001757,0.507546540448,0.551726253214,0.546363293446,0.478109182120,0.551424160904,,,0,0,0,0,0,1,,0.565441847616,31,318,6,629,0.8378378378,0.3357972545,0.5020405833,0.0888252149,0.08031088083,0.199625079,0.565441847616,94,318,43,629,0.7,0.3,35.03%,22.82%,17.12%,0.2398194929,0.592069690649,5,394,1,669,0.8333333333,0.3706491063,0.462684227,0.01253132832,0.01234567901,0.07146659698,0.592069690649,18,394,3,669,0.8571428571,0.3706491063,0.4864937508,0.04368932039,0.0415704388,0.1381402702,0.559216048571,49,305,13,625,0.7903225806,0.3279569892,0.4623655914,0.1384180791,0.1177884615,0.2336204498,0.559216048571,107,305,47,625,0.6948051948,0.3279569892,0.3668482056,0.2597087379,0.1890459364,0.2638487185,0.578927259212,70,296,23,626,0.752688172,0.3210412148,0.4316469573,0.1912568306,0.1525054466,0.2593419235,0.578927259212,116,296,46,626,0.7160493827,0.3210412148,0.395008168,0.2815533981,0.2020905923,0.2901321119,0.589855420812,5,400,2,670,0.7142857143,0.3738317757,0.3404539386,0.01234567901,0.01213592233,0.05647901623,0.589855420812,12,400,2,670,0.8571428571,0.3738317757,0.4833110814,0.02912621359,0.02816901408,0.1124215102,0.601699058158,76,225,62,465,0.5507246377,0.3260869565,0.2246376812,0.2524916944,0.1731207289,0.1740436332,0.601699058158,187,225,207,465,0.4746192893,0.3260869565,0.1485323328,0.4538834951,0.2320099256,0.1471839364,,0.3,0.7,,,,,
10 BIO FÖRDERT DIVERSITÄT.,0.564096938102,0.575266132348,0.701438415849,0.620770272960,0.570435185397,0.619794812821,,,0,0,0,0,0,1,,0.565460460765,31,318,6,629,0.8378378378,0.3357972545,0.5020405833,0.0888252149,0.08031088083,0.199625079,0.565460460765,93,318,44,629,0.7,0.3,34.30%,22.63%,16.97%,0.234933576,0.592083644216,5,393,1,670,0.8333333333,0.3697083725,0.4636249608,0.01256281407,0.01237623762,0.07164836279,0.592083644216,18,393,3,670,0.8571428571,0.3697083725,0.4874344846,0.04379562044,0.04166666667,0.1384726768,0.559276984213,49,304,13,626,0.7903225806,0.3268817204,0.4634408602,0.1388101983,0.1180722892,0.2343116374,0.559276984213,107,304,47,626,0.6948051948,0.3268817204,0.3679234744,0.2603406326,0.189380531,0.2647469036,0.578928884079,70,295,23,627,0.752688172,0.3199566161,0.432731556,0.1917808219,0.1528384279,0.2601491376,0.578928884079,116,295,46,627,0.7160493827,0.3199566161,0.3960927667,0.2822384428,0.202443281,0.2910659723,0.589941464324,5,399,2,671,0.7142857143,0.3728971963,0.341388518,0.01237623762,0.01216545012,0.05666196148,0.589941464324,12,399,2,671,0.8571428571,0.3728971963,0.4842456609,0.02919708029,0.02823529412,0.1126920298,0.601723593161,76,225,62,465,0.5507246377,0.3260869565,0.2246376812,0.2524916944,0.1731207289,0.1740436332,0.601723593161,186,225,208,465,0.4720812183,0.3260869565,0.1459942618,0.4525547445,0.2310559006,0.1447371443,,0.3,0.7,,,,,
ORGANIC PROMOTES DIVERSITY.,0.591553303718,0.636031477171,0.736405378581,0.635788162411,0.572938614262,0.653073662160,,,0,0,1,0,0,1,,0.565911199460,31,317,6,630,0.8378378378,0.3347412883,0.5030965496,0.08908045977,0.08051948052,0.200174619,0.565911199460,93,317,44,630,0.7,0.3,34.41%,22.68%,17.00%,0.2357688871,0.592118693478,5,392,1,671,0.8333333333,0.3687676388,0.4645656946,0.01259445844,0.01240694789,0.07183060166,0.592118693478,18,392,3,671,0.8571428571,0.3687676388,0.4883752184,0.04390243902,0.04176334107,0.1388059304,0.559435791805,49,303,13,627,0.7903225806,0.3258064516,0.464516129,0.1392045455,0.1183574879,0.2350048355,0.559435791805,107,303,47,627,0.6948051948,0.3258064516,0.3689987432,0.2609756098,0.1897163121,0.2656469568,0.578928884079,70,295,23,627,0.752688172,0.3199566161,0.432731556,0.1917808219,0.1528384279,0.2601491376,0.578928884079,116,295,46,627,0.7160493827,0.3199566161,0.3960927667,0.2822384428,0.202443281,0.2910659723,0.589964098633,5,398,2,672,0.7142857143,0.3719626168,0.3423230975,0.01240694789,0.01219512195,0.05684531019,0.589964098633,12,398,2,672,0.8571428571,0.3719626168,0.4851802403,0.02926829268,0.02830188679,0.1129632387,0.601750643412,76,225,62,465,0.5507246377,0.3260869565,0.2246376812,0.2524916944,0.1731207289,0.1740436332,0.601750643412,185,225,209,465,0.4695431472,0.3260869565,0.1434561907,0.4512195122,0.2300995025,0.1422885895,,0.3,0.7,,,,,
